praca,preco_vista,preco_30d,variacao,data
SP Araçatuba,360.5,365.0,0.0,2026-04-14
SP Barretos,360.5,365.0,0.0,2026-04-14
GO Goiânia,343.0,347.0,-4.87,2026-04-14
MT Norte,355.5,360.0,-1.39,2026-04-14
Roraima,290.5,294.0,-19.47,2026-04-14
MT Cuiabá*,355.5,360.0,-1.39,2026-04-14
MT Sudoeste,355.5,360.0,-1.39,2026-04-14
RJ,341.0,345.0,-5.42,2026-04-14
ES,321.0,325.0,-10.99,2026-04-14
Acre,298.5,302.0,-17.25,2026-04-14
TO Sul,340.0,344.0,-5.7,2026-04-14
RO Sudeste,321.0,325.0,-10.99,2026-04-14
PA Paragominas,346.0,350.0,-4.03,2026-04-14
TO Norte,341.0,345.0,-5.42,2026-04-14
PA Marabá,343.0,347.0,-4.87,2026-04-14
Alagoas,346.0,350.0,-4.03,2026-04-14
MA Oeste,343.0,347.0,-4.87,2026-04-14
SC,350.5,355.0,-2.78,2026-04-14
PR Noroeste,350.5,355.0,-2.78,2026-04-14
MT Sudeste,352.5,357.0,-2.23,2026-04-14
PA Redenção,341.0,345.0,-5.42,2026-04-14
MS Dourados,351.5,356.0,-2.5,2026-04-15
BA Sul,324.0,328.0,-10.15,2026-04-15
RS Pelotas (kg),11.7,11.85,-2.78,2026-04-15
RS Oeste (kg),11.7,11.85,-2.78,2026-04-15
MS Três Lagoas,350.5,355.0,-2.78,2026-04-15
MS C. Grande,350.5,355.0,-2.78,2026-04-15
GO Reg. Sul,343.0,347.0,-4.87,2026-04-15
BA Oeste,331.0,335.0,-8.21,2026-04-15
MG Sul,331.0,335.0,-8.21,2026-04-15
MG Norte,341.0,345.0,-5.42,2026-04-15
MG B.Horizonte,341.0,345.0,-5.42,2026-04-15
MG Triângulo,346.0,350.0,-4.03,2026-04-15
SP Araçatuba,360.5,365.0,0.0,2026-04-15
SP Barretos,360.5,365.0,0.0,2026-04-15
GO Goiânia,347.5,352.0,-3.62,2026-04-15
MT Norte,355.5,360.0,-1.39,2026-04-15
Roraima,293.5,297.0,-18.64,2026-04-15
MT Cuiabá*,355.5,360.0,-1.39,2026-04-15
RJ,341.0,345.0,-5.42,2026-04-15
ES,323.0,327.0,-10.43,2026-04-15
Acre,299.5,303.0,-16.97,2026-04-15
TO Norte,343.0,347.0,-4.87,2026-04-15
TO Sul,341.0,345.0,-5.42,2026-04-15
RO Sudeste,326.0,330.0,-9.6,2026-04-15
PA Paragominas,347.5,352.0,-3.62,2026-04-15
MT Sudoeste,355.5,360.0,-1.39,2026-04-15
PA Marabá,346.0,350.0,-4.03,2026-04-15
Alagoas,347.5,352.0,-3.62,2026-04-15
MA Oeste,343.0,347.0,-4.87,2026-04-15
SC,350.5,355.0,-2.78,2026-04-15
PR Noroeste,350.5,355.0,-2.78,2026-04-15
MT Sudeste,352.5,357.0,-2.23,2026-04-15
PA Redenção,343.0,347.0,-4.87,2026-04-15
BA Sul,326.0,330.0,-9.6,2026-04-16
RS Pelotas (kg),11.7,11.85,-2.78,2026-04-16
RS Oeste (kg),11.7,11.85,-2.78,2026-04-16
MS Três Lagoas,350.5,355.0,-2.78,2026-04-16
MS C. Grande,350.5,355.0,-2.78,2026-04-16
MS Dourados,351.5,356.0,-2.5,2026-04-16
MG Norte,341.0,345.0,-5.42,2026-04-16
GO Goiânia,347.5,352.0,-3.62,2026-04-16
MG Sul,331.0,335.0,-8.21,2026-04-16
MG B.Horizonte,343.0,347.0,-4.87,2026-04-16
MG Triângulo,346.0,350.0,-4.03,2026-04-16
SP Araçatuba,360.5,365.0,0.0,2026-04-16
BA Oeste,331.0,335.0,-8.21,2026-04-16
GO Reg. Sul,346.0,350.0,-4.03,2026-04-16
SP Barretos,360.5,365.0,0.0,2026-04-16
MT Norte,355.5,360.0,-1.39,2026-04-16
MT Cuiabá*,355.5,360.0,-1.39,2026-04-16
MT Sudoeste,355.5,360.0,-1.39,2026-04-16
Roraima,293.5,297.0,-18.64,2026-04-16
RJ,343.0,347.0,-4.87,2026-04-16
ES,323.0,327.0,-10.43,2026-04-16
Acre,299.5,303.0,-16.97,2026-04-16
TO Sul,341.0,345.0,-5.42,2026-04-16
RO Sudeste,328.0,332.0,-9.04,2026-04-16
TO Norte,344.0,348.0,-4.59,2026-04-16
PA Redenção,343.0,347.0,-4.87,2026-04-16
PA Marabá,346.0,350.0,-4.03,2026-04-16
Alagoas,348.5,353.0,-3.34,2026-04-16
MA Oeste,346.0,350.0,-4.03,2026-04-16
SC,350.5,355.0,-2.78,2026-04-16
PR Noroeste,350.5,355.0,-2.78,2026-04-16
MT Sudeste,352.5,357.0,-2.23,2026-04-16
PA Paragominas,350.5,355.0,-2.78,2026-04-16
MS Dourados,351.5,356.0,-2.5,2026-04-17
BA Sul,326.0,330.0,-9.6,2026-04-17
RS Pelotas (kg),11.85,12.0,-1.53,2026-04-17
RS Oeste (kg),11.7,11.85,-2.78,2026-04-17
MS Três Lagoas,350.5,355.0,-2.78,2026-04-17
MS C. Grande,350.5,355.0,-2.78,2026-04-17
GO Reg. Sul,346.0,350.0,-4.03,2026-04-17
BA Oeste,331.0,335.0,-8.21,2026-04-17
MG Sul,331.0,335.0,-8.21,2026-04-17
MG Norte,341.0,345.0,-5.42,2026-04-17
MG B.Horizonte,343.0,347.0,-4.87,2026-04-17
MG Triângulo,346.0,350.0,-4.03,2026-04-17
SP Araçatuba,360.5,365.0,0.0,2026-04-17
SP Barretos,360.5,365.0,0.0,2026-04-17
GO Goiânia,347.5,352.0,-3.62,2026-04-17
MT Norte,355.5,360.0,-1.39,2026-04-17
Roraima,296.5,300.0,-17.8,2026-04-17
MT Cuiabá*,355.5,360.0,-1.39,2026-04-17
RJ,343.0,347.0,-4.87,2026-04-17
ES,326.0,330.0,-9.6,2026-04-17
Acre,299.5,303.0,-16.97,2026-04-17
TO Norte,344.0,348.0,-4.59,2026-04-17
TO Sul,341.0,345.0,-5.42,2026-04-17
RO Sudeste,328.0,332.0,-9.04,2026-04-17
PA Paragominas,350.5,355.0,-2.78,2026-04-17
MT Sudoeste,355.5,360.0,-1.39,2026-04-17
PA Marabá,346.0,350.0,-4.03,2026-04-17
Alagoas,348.5,353.0,-3.34,2026-04-17
MA Oeste,346.0,350.0,-4.03,2026-04-17
SC,350.5,355.0,-2.78,2026-04-17
PR Noroeste,352.5,357.0,-2.23,2026-04-17
MT Sudeste,352.5,357.0,-2.23,2026-04-17
PA Redenção,346.0,350.0,-4.03,2026-04-17
RS Pelotas (kg),11.85,12.0,-1.53,2026-04-18
RS Oeste (kg),11.8,11.95,-1.95,2026-04-18
MS Três Lagoas,350.5,355.0,-2.78,2026-04-18
MS C. Grande,350.5,355.0,-2.78,2026-04-18
MS Dourados,353.5,358.0,-1.95,2026-04-18
GO Reg. Sul,346.0,350.0,-4.03,2026-04-18
MG B.Horizonte,343.0,347.0,-4.87,2026-04-18
MG Sul,328.0,332.0,-9.04,2026-04-18
MG Norte,341.0,345.0,-5.42,2026-04-18
MG Triângulo,346.0,350.0,-4.03,2026-04-18
SP Araçatuba,360.5,365.0,0.0,2026-04-18
SP Barretos,360.5,365.0,0.0,2026-04-18
BA Sul,326.0,330.0,-9.6,2026-04-18
GO Goiânia,347.5,352.0,-3.62,2026-04-18
BA Oeste,331.0,335.0,-8.21,2026-04-18
MT Norte,355.5,360.0,-1.39,2026-04-18
Roraima,296.5,300.0,-17.8,2026-04-18
MT Sudoeste,355.5,360.0,-1.39,2026-04-18
RJ,346.0,350.0,-4.03,2026-04-18
ES,326.0,330.0,-9.6,2026-04-18
Acre,301.5,305.0,-16.41,2026-04-18
TO Norte,344.0,348.0,-4.59,2026-04-18
RO Sudeste,328.0,332.0,-9.04,2026-04-18
PA Paragominas,350.5,355.0,-2.78,2026-04-18
TO Sul,341.0,345.0,-5.42,2026-04-18
PA Marabá,347.5,352.0,-3.62,2026-04-18
Alagoas,348.5,353.0,-3.34,2026-04-18
MA Oeste,346.0,350.0,-4.03,2026-04-18
SC,350.5,355.0,-2.78,2026-04-18
PR Noroeste,352.5,357.0,-2.23,2026-04-18
MT Sudeste,355.5,360.0,-1.39,2026-04-18
MT Cuiabá*,355.5,360.0,-1.39,2026-04-18
PA Redenção,346.0,350.0,-4.03,2026-04-18
MS Dourados,353.5,358.0,-1.95,2026-04-19
BA Sul,326.0,330.0,-9.6,2026-04-19
RS Pelotas (kg),11.85,12.0,-1.53,2026-04-19
RS Oeste (kg),11.8,11.95,-1.95,2026-04-19
MS Três Lagoas,350.5,355.0,-2.78,2026-04-19
MS C. Grande,350.5,355.0,-2.78,2026-04-19
GO Reg. Sul,346.0,350.0,-4.03,2026-04-19
BA Oeste,331.0,335.0,-8.21,2026-04-19
MG Sul,328.0,332.0,-9.04,2026-04-19
MG Norte,341.0,345.0,-5.42,2026-04-19
MG B.Horizonte,343.0,347.0,-4.87,2026-04-19
MG Triângulo,346.0,350.0,-4.03,2026-04-19
SP Araçatuba,360.5,365.0,0.0,2026-04-19
SP Barretos,360.5,365.0,0.0,2026-04-19
GO Goiânia,347.5,352.0,-3.62,2026-04-19
MT Norte,355.5,360.0,-1.39,2026-04-19
Roraima,296.5,300.0,-17.8,2026-04-19
MT Cuiabá*,355.5,360.0,-1.39,2026-04-19
MT Sudoeste,355.5,360.0,-1.39,2026-04-19
RJ,346.0,350.0,-4.03,2026-04-19
ES,326.0,330.0,-9.6,2026-04-19
Acre,301.5,305.0,-16.41,2026-04-19
TO Sul,341.0,345.0,-5.42,2026-04-19
RO Sudeste,328.0,332.0,-9.04,2026-04-19
PA Paragominas,350.5,355.0,-2.78,2026-04-19
TO Norte,344.0,348.0,-4.59,2026-04-19
PA Marabá,347.5,352.0,-3.62,2026-04-19
Alagoas,348.5,353.0,-3.34,2026-04-19
MA Oeste,346.0,350.0,-4.03,2026-04-19
SC,350.5,355.0,-2.78,2026-04-19
PR Noroeste,352.5,357.0,-2.23,2026-04-19
MT Sudeste,355.5,360.0,-1.39,2026-04-19
PA Redenção,346.0,350.0,-4.03,2026-04-19
MS Dourados,353.5,358.0,-1.95,2026-04-21
BA Sul,326.0,330.0,-9.6,2026-04-21
RS Pelotas (kg),11.85,12.0,-1.53,2026-04-21
RS Oeste (kg),11.8,11.95,-1.95,2026-04-21
MS Três Lagoas,350.5,355.0,-2.78,2026-04-21
MS C. Grande,350.5,355.0,-2.78,2026-04-21
GO Reg. Sul,343.0,347.0,-4.87,2026-04-21
BA Oeste,331.0,335.0,-8.21,2026-04-21
MG Sul,326.0,330.0,-9.6,2026-04-21
MG Norte,341.0,345.0,-5.42,2026-04-21
MG B.Horizonte,343.0,347.0,-4.87,2026-04-21
MG Triângulo,346.0,350.0,-4.03,2026-04-21
SP Araçatuba,360.5,365.0,0.0,2026-04-21
SP Barretos,360.5,365.0,0.0,2026-04-21
GO Goiânia,346.0,350.0,-4.03,2026-04-21
MT Norte,355.5,360.0,-1.39,2026-04-21
Roraima,298.5,302.0,-17.25,2026-04-21
MT Cuiabá*,355.5,360.0,-1.39,2026-04-21
RJ,346.0,350.0,-4.03,2026-04-21
ES,323.0,327.0,-10.43,2026-04-21
Acre,301.5,305.0,-16.41,2026-04-21
TO Norte,344.0,348.0,-4.59,2026-04-21
TO Sul,341.0,345.0,-5.42,2026-04-21
RO Sudeste,331.0,335.0,-8.21,2026-04-21
PA Paragominas,350.5,355.0,-2.78,2026-04-21
MT Sudoeste,355.5,360.0,-1.39,2026-04-21
PA Marabá,346.0,350.0,-4.03,2026-04-21
Alagoas,348.5,353.0,-3.34,2026-04-21
MA Oeste,346.0,350.0,-4.03,2026-04-21
SC,350.5,355.0,-2.78,2026-04-21
PR Noroeste,352.5,357.0,-2.23,2026-04-21
MT Sudeste,355.5,360.0,-1.39,2026-04-21
PA Redenção,346.0,350.0,-4.03,2026-04-21
BA Sul,326.0,330.0,-9.6,2026-04-22
RS Pelotas (kg),11.85,12.0,-1.53,2026-04-22
RS Oeste (kg),11.8,11.95,-1.95,2026-04-22
MS Três Lagoas,350.5,355.0,-2.78,2026-04-22
MS C. Grande,350.5,355.0,-2.78,2026-04-22
MS Dourados,353.5,358.0,-1.95,2026-04-22
MG Norte,341.0,345.0,-5.42,2026-04-22
GO Goiânia,346.0,350.0,-4.03,2026-04-22
MG Sul,326.0,330.0,-9.6,2026-04-22
MG B.Horizonte,343.0,347.0,-4.87,2026-04-22
MG Triângulo,346.0,350.0,-4.03,2026-04-22
SP Araçatuba,360.5,365.0,0.0,2026-04-22
BA Oeste,331.0,335.0,-8.21,2026-04-22
GO Reg. Sul,343.0,347.0,-4.87,2026-04-22
SP Barretos,360.5,365.0,0.0,2026-04-22
MT Norte,355.5,360.0,-1.39,2026-04-22
MT Cuiabá*,355.5,360.0,-1.39,2026-04-22
MT Sudoeste,355.5,360.0,-1.39,2026-04-22
Roraima,298.5,302.0,-17.25,2026-04-22
RJ,346.0,350.0,-4.03,2026-04-22
ES,323.0,327.0,-10.43,2026-04-22
Acre,301.5,305.0,-16.41,2026-04-22
TO Sul,341.0,345.0,-5.42,2026-04-22
RO Sudeste,331.0,335.0,-8.21,2026-04-22
TO Norte,344.0,348.0,-4.59,2026-04-22
PA Redenção,346.0,350.0,-4.03,2026-04-22
PA Marabá,346.0,350.0,-4.03,2026-04-22
Alagoas,348.5,353.0,-3.34,2026-04-22
MA Oeste,346.0,350.0,-4.03,2026-04-22
SC,350.5,355.0,-2.78,2026-04-22
PR Noroeste,352.5,357.0,-2.23,2026-04-22
MT Sudeste,355.5,360.0,-1.39,2026-04-22
PA Paragominas,350.5,355.0,-2.78,2026-04-22
MS Dourados,351.5,356.0,-2.5,2026-04-23
BA Sul,326.0,330.0,-9.6,2026-04-23
RS Pelotas (kg),11.9,12.05,-1.11,2026-04-23
RS Oeste (kg),11.8,11.95,-1.95,2026-04-23
MS Três Lagoas,350.5,355.0,-2.78,2026-04-23
MS C. Grande,350.5,355.0,-2.78,2026-04-23
GO Reg. Sul,343.0,347.0,-4.87,2026-04-23
BA Oeste,331.0,335.0,-8.21,2026-04-23
MG Sul,326.0,330.0,-9.6,2026-04-23
MG Norte,341.0,345.0,-5.42,2026-04-23
MG B.Horizonte,341.0,345.0,-5.42,2026-04-23
MG Triângulo,344.0,348.0,-4.59,2026-04-23
SP Araçatuba,360.5,365.0,0.0,2026-04-23
SP Barretos,360.5,365.0,0.0,2026-04-23
GO Goiânia,346.0,350.0,-4.03,2026-04-23
MT Norte,355.5,360.0,-1.39,2026-04-23
Roraima,299.5,303.0,-16.97,2026-04-23
MT Cuiabá*,355.5,360.0,-1.39,2026-04-23
RJ,346.0,350.0,-4.03,2026-04-23
ES,323.0,327.0,-10.43,2026-04-23
Acre,306.0,310.0,-15.02,2026-04-23
TO Norte,344.0,348.0,-4.59,2026-04-23
TO Sul,341.0,345.0,-5.42,2026-04-23
RO Sudeste,328.0,332.0,-9.04,2026-04-23
PA Paragominas,352.5,357.0,-2.23,2026-04-23
MT Sudoeste,355.5,360.0,-1.39,2026-04-23
PA Marabá,346.0,350.0,-4.03,2026-04-23
Alagoas,348.5,353.0,-3.34,2026-04-23
MA Oeste,347.5,352.0,-3.62,2026-04-23
SC,350.5,355.0,-2.78,2026-04-23
PR Noroeste,352.5,357.0,-2.23,2026-04-23
MT Sudeste,355.5,360.0,-1.39,2026-04-23
PA Redenção,346.0,350.0,-4.03,2026-04-23
BA Sul,324.0,328.0,-9.65,2026-04-25
RS Pelotas (kg),11.9,12.05,-0.56,2026-04-25
MS Três Lagoas,347.5,352.0,-3.08,2026-04-25
MS C. Grande,347.5,352.0,-3.08,2026-04-25
MS Dourados,347.5,352.0,-3.08,2026-04-25
GO Reg. Sul,343.0,347.0,-4.34,2026-04-25
MG Norte,333.0,337.0,-7.13,2026-04-25
MG Sul,326.0,330.0,-9.09,2026-04-25
BA Oeste,331.0,335.0,-7.69,2026-04-25
MG B.Horizonte,335.0,339.0,-6.57,2026-04-25
MG Triângulo,338.0,342.0,-5.73,2026-04-25
SP Araçatuba,358.5,363.0,0.0,2026-04-25
SP Barretos,358.5,363.0,0.0,2026-04-25
GO Goiânia,346.0,350.0,-3.5,2026-04-25
MT Norte,352.5,357.0,-1.68,2026-04-25
RS Oeste (kg),11.8,11.95,-1.4,2026-04-25
MT Cuiabá*,353.5,358.0,-1.4,2026-04-25
RJ,346.0,350.0,-3.5,2026-04-25
ES,323.0,327.0,-9.93,2026-04-25
Acre,306.0,310.0,-14.55,2026-04-25
TO Norte,341.0,345.0,-4.9,2026-04-25
TO Sul,341.0,345.0,-4.9,2026-04-25
RO Sudeste,326.0,330.0,-9.09,2026-04-25
PA Paragominas,352.5,357.0,-1.68,2026-04-25
Roraima,299.5,303.0,-16.5,2026-04-25
PA Marabá,346.0,350.0,-3.5,2026-04-25
PA Redenção,344.0,348.0,-4.06,2026-04-25
MT Sudeste,347.5,352.0,-3.08,2026-04-25
PR Noroeste,350.5,355.0,-2.24,2026-04-25
MT Sudoeste,347.5,352.0,-3.08,2026-04-25
MA Oeste,346.0,350.0,-3.5,2026-04-25
Alagoas,348.5,353.0,-2.8,2026-04-25
SC,350.5,355.0,-2.24,2026-04-25
BA Sul,324.0,328.0,-9.65,2026-04-26
RS Pelotas (kg),11.9,12.05,-0.56,2026-04-26
RS Oeste (kg),11.8,11.95,-1.4,2026-04-26
MS Três Lagoas,347.5,352.0,-3.08,2026-04-26
MS C. Grande,347.5,352.0,-3.08,2026-04-26
MS Dourados,347.5,352.0,-3.08,2026-04-26
GO Goiânia,346.0,350.0,-3.5,2026-04-26
MG Sul,326.0,330.0,-9.09,2026-04-26
MG B.Horizonte,335.0,339.0,-6.57,2026-04-26
MG Triângulo,338.0,342.0,-5.73,2026-04-26
SP Araçatuba,358.5,363.0,0.0,2026-04-26
SP Barretos,358.5,363.0,0.0,2026-04-26
BA Oeste,331.0,335.0,-7.69,2026-04-26
GO Reg. Sul,343.0,347.0,-4.34,2026-04-26
MG Norte,333.0,337.0,-7.13,2026-04-26
MT Norte,352.5,357.0,-1.68,2026-04-26
MT Cuiabá*,353.5,358.0,-1.4,2026-04-26
Roraima,299.5,303.0,-16.5,2026-04-26
RJ,346.0,350.0,-3.5,2026-04-26
ES,323.0,327.0,-9.93,2026-04-26
Acre,306.0,310.0,-14.55,2026-04-26
TO Norte,341.0,345.0,-4.9,2026-04-26
TO Sul,341.0,345.0,-4.9,2026-04-26
RO Sudeste,326.0,330.0,-9.09,2026-04-26
MT Sudoeste,347.5,352.0,-3.08,2026-04-26
PA Redenção,344.0,348.0,-4.06,2026-04-26
PA Marabá,346.0,350.0,-3.5,2026-04-26
Alagoas,348.5,353.0,-2.8,2026-04-26
MA Oeste,346.0,350.0,-3.5,2026-04-26
SC,350.5,355.0,-2.24,2026-04-26
PR Noroeste,350.5,355.0,-2.24,2026-04-26
MT Sudeste,347.5,352.0,-3.08,2026-04-26
PA Paragominas,352.5,357.0,-1.68,2026-04-26
BA Oeste,331.0,335.0,-7.69,2026-04-27
BA Sul,324.0,328.0,-9.65,2026-04-27
RS Pelotas (kg),11.9,12.05,-0.56,2026-04-27
RS Oeste (kg),11.8,11.95,-1.4,2026-04-27
MS Três Lagoas,347.5,352.0,-3.08,2026-04-27
MS C. Grande,347.5,352.0,-3.08,2026-04-27
MS Dourados,347.5,352.0,-3.08,2026-04-27
MG Norte,333.0,337.0,-7.13,2026-04-27
GO Goiânia,346.0,350.0,-3.5,2026-04-27
MG Sul,326.0,330.0,-9.09,2026-04-27
MG B.Horizonte,335.0,339.0,-6.57,2026-04-27
MG Triângulo,338.0,342.0,-5.73,2026-04-27
SP Araçatuba,358.5,363.0,0.0,2026-04-27
MT Norte,352.5,357.0,-1.68,2026-04-27
GO Reg. Sul,343.0,347.0,-4.34,2026-04-27
SP Barretos,358.5,363.0,0.0,2026-04-27
MT Sudoeste,347.5,352.0,-3.08,2026-04-27
MT Sudeste,347.5,352.0,-3.08,2026-04-27
MT Cuiabá*,353.5,358.0,-1.4,2026-04-27
Roraima,299.5,303.0,-16.5,2026-04-27
RJ,346.0,350.0,-3.5,2026-04-27
ES,323.0,327.0,-9.93,2026-04-27
TO Norte,341.0,345.0,-4.9,2026-04-27
TO Sul,341.0,345.0,-4.9,2026-04-27
RO Sudeste,326.0,330.0,-9.09,2026-04-27
Acre,306.0,310.0,-14.55,2026-04-27
PA Redenção,344.0,348.0,-4.06,2026-04-27
PA Marabá,346.0,350.0,-3.5,2026-04-27
Alagoas,348.5,353.0,-2.8,2026-04-27
MA Oeste,346.0,350.0,-3.5,2026-04-27
SC,350.5,355.0,-2.24,2026-04-27
PR Noroeste,350.5,355.0,-2.24,2026-04-27
PA Paragominas,352.5,357.0,-1.68,2026-04-27
MS Dourados,346.0,350.0,-3.5,2026-04-28
BA Sul,324.0,328.0,-9.65,2026-04-28
RS Pelotas (kg),11.9,12.05,-0.56,2026-04-28
RS Oeste (kg),11.8,11.95,-1.4,2026-04-28
MS Três Lagoas,347.5,352.0,-3.08,2026-04-28
MS C. Grande,347.5,352.0,-3.08,2026-04-28
GO Reg. Sul,341.0,345.0,-4.9,2026-04-28
SP Barretos,358.5,363.0,0.0,2026-04-28
MG Sul,326.0,330.0,-9.09,2026-04-28
MG Norte,331.0,335.0,-7.69,2026-04-28
MG B.Horizonte,331.0,335.0,-7.69,2026-04-28
MG Triângulo,336.0,340.0,-6.29,2026-04-28
SP Araçatuba,358.5,363.0,0.0,2026-04-28
BA Oeste,331.0,335.0,-7.69,2026-04-28
GO Goiânia,341.0,345.0,-4.9,2026-04-28
MT Norte,352.5,357.0,-1.68,2026-04-28
RJ,346.0,350.0,-3.5,2026-04-28
MT Cuiabá*,353.5,358.0,-1.4,2026-04-28
Roraima,299.5,303.0,-16.5,2026-04-28
ES,323.0,327.0,-9.93,2026-04-28
Acre,306.0,310.0,-14.55,2026-04-28
TO Norte,341.0,345.0,-4.9,2026-04-28
TO Sul,341.0,345.0,-4.9,2026-04-28
RO Sudeste,326.0,330.0,-9.09,2026-04-28
PA Paragominas,352.5,357.0,-1.68,2026-04-28
MT Sudoeste,347.5,352.0,-3.08,2026-04-28
PA Marabá,346.0,350.0,-3.5,2026-04-28
Alagoas,348.5,353.0,-2.8,2026-04-28
MA Oeste,346.0,350.0,-3.5,2026-04-28
SC,350.5,355.0,-2.24,2026-04-28
PR Noroeste,350.5,355.0,-2.24,2026-04-28
MT Sudeste,347.5,352.0,-3.08,2026-04-28
PA Redenção,341.0,345.0,-4.9,2026-04-28
RS Pelotas (kg),11.9,12.05,0.14,2026-04-29
RS Oeste (kg),11.8,11.95,-0.7,2026-04-29
MS Três Lagoas,344.0,348.0,-3.52,2026-04-29
MS C. Grande,345.0,349.0,-3.24,2026-04-29
MS Dourados,344.0,348.0,-3.52,2026-04-29
GO Reg. Sul,341.0,345.0,-4.37,2026-04-29
MG B.Horizonte,328.0,332.0,-8.03,2026-04-29
MG Sul,326.0,330.0,-8.59,2026-04-29
MG Norte,331.0,335.0,-7.18,2026-04-29
MG Triângulo,334.0,338.0,-6.34,2026-04-29
SP Araçatuba,356.5,361.0,0.0,2026-04-29
SP Barretos,356.5,361.0,0.0,2026-04-29
BA Sul,324.0,328.0,-9.15,2026-04-29
GO Goiânia,341.0,345.0,-4.37,2026-04-29
BA Oeste,331.0,335.0,-7.18,2026-04-29
MT Norte,350.5,355.0,-1.69,2026-04-29
Roraima,299.5,303.0,-16.06,2026-04-29
MT Sudoeste,347.5,352.0,-2.39,2026-04-29
RJ,346.0,350.0,-2.96,2026-04-29
ES,321.0,325.0,-10.0,2026-04-29
Acre,306.0,310.0,-14.08,2026-04-29
TO Norte,341.0,345.0,-4.37,2026-04-29
RO Sudeste,323.0,327.0,-9.44,2026-04-29
PA Paragominas,352.5,357.0,-1.13,2026-04-29
TO Sul,338.0,342.0,-5.21,2026-04-29
PA Marabá,346.0,350.0,-2.96,2026-04-29
Alagoas,350.5,355.0,-1.69,2026-04-29
MA Oeste,346.0,350.0,-2.96,2026-04-29
SC,350.5,355.0,-1.69,2026-04-29
PR Noroeste,350.5,355.0,-1.69,2026-04-29
MT Sudeste,350.5,355.0,-1.69,2026-04-29
MT Cuiabá*,353.5,358.0,-0.85,2026-04-29
PA Redenção,338.0,342.0,-5.21,2026-04-29
MS Dourados,344.0,348.0,-3.25,2026-05-01
BA Sul,324.0,328.0,-8.9,2026-05-01
RS Pelotas (kg),11.9,12.05,0.42,2026-05-01
RS Oeste (kg),11.8,11.95,-0.42,2026-05-01
MS Três Lagoas,344.0,348.0,-3.25,2026-05-01
MS C. Grande,345.0,349.0,-2.97,2026-05-01
GO Reg. Sul,339.0,343.0,-4.66,2026-05-01
BA Oeste,331.0,335.0,-6.92,2026-05-01
MG Sul,326.0,330.0,-8.33,2026-05-01
MG Norte,331.0,335.0,-6.92,2026-05-01
MG B.Horizonte,323.0,327.0,-9.18,2026-05-01
MG Triângulo,334.0,338.0,-6.07,2026-05-01
SP Araçatuba,355.5,360.0,0.0,2026-05-01
SP Barretos,355.5,360.0,0.0,2026-05-01
GO Goiânia,336.0,340.0,-5.51,2026-05-01
MT Norte,350.5,355.0,-1.41,2026-05-01
Roraima,303.5,307.0,-14.69,2026-05-01
MT Cuiabá*,352.5,357.0,-0.85,2026-05-01
MT Sudoeste,347.5,352.0,-2.12,2026-05-01
RJ,346.0,350.0,-2.68,2026-05-01
ES,321.0,325.0,-9.75,2026-05-01
Acre,306.0,310.0,-13.84,2026-05-01
TO Sul,336.0,340.0,-5.51,2026-05-01
RO Sudeste,323.0,327.0,-9.18,2026-05-01
PA Paragominas,349.5,354.0,-1.69,2026-05-01
TO Norte,341.0,345.0,-4.1,2026-05-01
PA Marabá,346.0,350.0,-2.68,2026-05-01
Alagoas,350.5,355.0,-1.41,2026-05-01
MA Oeste,341.0,345.0,-4.1,2026-05-01
SC,350.5,355.0,-1.41,2026-05-01
PR Noroeste,347.5,352.0,-2.12,2026-05-01
MT Sudeste,350.5,355.0,-1.41,2026-05-01
PA Redenção,338.0,342.0,-4.94,2026-05-01
MS Dourados,344.0,348.0,-3.25,2026-05-02
BA Sul,324.0,328.0,-8.9,2026-05-02
RS Pelotas (kg),11.9,12.05,0.42,2026-05-02
RS Oeste (kg),11.8,11.95,-0.42,2026-05-02
MS Três Lagoas,344.0,348.0,-3.25,2026-05-02
MS C. Grande,345.0,349.0,-2.97,2026-05-02
GO Reg. Sul,339.0,343.0,-4.66,2026-05-02
BA Oeste,331.0,335.0,-6.92,2026-05-02
MG Sul,326.0,330.0,-8.33,2026-05-02
MG Norte,331.0,335.0,-6.92,2026-05-02
MG B.Horizonte,323.0,327.0,-9.18,2026-05-02
MG Triângulo,334.0,338.0,-6.07,2026-05-02
SP Araçatuba,355.5,360.0,0.0,2026-05-02
SP Barretos,355.5,360.0,0.0,2026-05-02
GO Goiânia,336.0,340.0,-5.51,2026-05-02
MT Norte,350.5,355.0,-1.41,2026-05-02
Roraima,303.5,307.0,-14.69,2026-05-02
MT Cuiabá*,352.5,357.0,-0.85,2026-05-02
RJ,346.0,350.0,-2.68,2026-05-02
ES,321.0,325.0,-9.75,2026-05-02
Acre,306.0,310.0,-13.84,2026-05-02
TO Norte,341.0,345.0,-4.1,2026-05-02
TO Sul,336.0,340.0,-5.51,2026-05-02
RO Sudeste,323.0,327.0,-9.18,2026-05-02
PA Paragominas,349.5,354.0,-1.69,2026-05-02
MT Sudoeste,347.5,352.0,-2.12,2026-05-02
PA Marabá,346.0,350.0,-2.68,2026-05-02
Alagoas,350.5,355.0,-1.41,2026-05-02
MA Oeste,341.0,345.0,-4.1,2026-05-02
SC,350.5,355.0,-1.41,2026-05-02
PR Noroeste,347.5,352.0,-2.12,2026-05-02
MT Sudeste,350.5,355.0,-1.41,2026-05-02
