praca,preco_vista,preco_30d,data
PA Paragominas,282.0,285.0,2025-12-29
TO Norte,282.0,285.0,2025-12-29
PA Marabá,280.0,283.0,2025-12-29
Alagoas,287.0,290.0,2025-12-29
MA Oeste,272.0,275.0,2025-12-29
SC,306.5,310.0,2025-12-29
PR Noroeste,318.5,322.0,2025-12-29
MT Sudeste,289.0,292.0,2025-12-29
PA Redenção,279.0,282.0,2025-12-29
MS Dourados,297.0,300.0,2025-12-30
BA Sul,289.0,292.0,2025-12-30
RS Pelotas (kg),10.4,10.5,2025-12-30
RS Oeste (kg),10.2,10.3,2025-12-30
MS Três Lagoas,297.0,300.0,2025-12-30
MS C. Grande,299.0,302.0,2025-12-30
GO Reg. Sul,298.0,301.0,2025-12-30
BA Oeste,302.0,305.0,2025-12-30
MG Sul,297.0,300.0,2025-12-30
MG Norte,306.5,310.0,2025-12-30
MG B.Horizonte,306.5,310.0,2025-12-30
MG Triângulo,302.0,305.0,2025-12-30
SP Araçatuba,308.5,312.0,2025-12-30
SP Barretos,308.5,312.0,2025-12-30
GO Goiânia,299.0,302.0,2025-12-30
MT Norte,284.0,287.0,2025-12-30
Roraima,271.0,274.0,2025-12-30
MT Cuiabá*,287.0,290.0,2025-12-30
RJ,297.0,300.0,2025-12-30
ES,292.0,295.0,2025-12-30
Acre,250.5,253.0,2025-12-30
TO Norte,282.0,285.0,2025-12-30
TO Sul,285.0,288.0,2025-12-30
RO Sudeste,262.0,265.0,2025-12-30
PA Paragominas,282.0,285.0,2025-12-30
MT Sudoeste,277.0,280.0,2025-12-30
PA Marabá,282.0,285.0,2025-12-30
Alagoas,287.0,290.0,2025-12-30
MA Oeste,272.0,275.0,2025-12-30
SC,306.5,310.0,2025-12-30
PR Noroeste,318.5,322.0,2025-12-30
MT Sudeste,289.0,292.0,2025-12-30
PA Redenção,281.0,284.0,2025-12-30
BA Sul,289.0,292.0,2025-12-31
RS Pelotas (kg),10.4,10.5,2025-12-31
RS Oeste (kg),10.2,10.3,2025-12-31
MS Três Lagoas,297.0,300.0,2025-12-31
MS C. Grande,299.0,302.0,2025-12-31
MS Dourados,297.0,300.0,2025-12-31
MG Norte,306.5,310.0,2025-12-31
GO Goiânia,299.0,302.0,2025-12-31
MG Sul,297.0,300.0,2025-12-31
MG B.Horizonte,306.5,310.0,2025-12-31
MG Triângulo,302.0,305.0,2025-12-31
SP Araçatuba,308.5,312.0,2025-12-31
BA Oeste,302.0,305.0,2025-12-31
GO Reg. Sul,298.0,301.0,2025-12-31
SP Barretos,308.5,312.0,2025-12-31
MT Norte,284.0,287.0,2025-12-31
MT Cuiabá*,288.0,291.0,2025-12-31
MT Sudoeste,277.0,280.0,2025-12-31
Roraima,271.0,274.0,2025-12-31
RJ,297.0,300.0,2025-12-31
ES,292.0,295.0,2025-12-31
Acre,250.5,253.0,2025-12-31
TO Sul,285.0,288.0,2025-12-31
RO Sudeste,262.0,265.0,2025-12-31
TO Norte,282.0,285.0,2025-12-31
PA Redenção,282.0,285.0,2025-12-31
PA Marabá,282.0,285.0,2025-12-31
Alagoas,287.0,290.0,2025-12-31
MA Oeste,270.0,273.0,2025-12-31
SC,305.0,308.0,2025-12-31
PR Noroeste,318.5,322.0,2025-12-31
MT Sudeste,289.0,292.0,2025-12-31
PA Paragominas,284.0,287.0,2025-12-31
MS Dourados,297.0,300.0,2026-01-01
BA Sul,289.0,292.0,2026-01-01
RS Pelotas (kg),10.4,10.5,2026-01-01
RS Oeste (kg),10.2,10.3,2026-01-01
MS Três Lagoas,297.0,300.0,2026-01-01
MS C. Grande,299.0,302.0,2026-01-01
GO Reg. Sul,298.0,301.0,2026-01-01
BA Oeste,302.0,305.0,2026-01-01
MG Sul,297.0,300.0,2026-01-01
MG Norte,306.5,310.0,2026-01-01
MG B.Horizonte,306.5,310.0,2026-01-01
MG Triângulo,302.0,305.0,2026-01-01
SP Araçatuba,308.5,312.0,2026-01-01
SP Barretos,308.5,312.0,2026-01-01
GO Goiânia,299.0,302.0,2026-01-01
MT Norte,284.0,287.0,2026-01-01
Roraima,271.0,274.0,2026-01-01
MT Cuiabá*,288.0,291.0,2026-01-01
RJ,297.0,300.0,2026-01-01
ES,292.0,295.0,2026-01-01
Acre,250.5,253.0,2026-01-01
TO Norte,282.0,285.0,2026-01-01
TO Sul,285.0,288.0,2026-01-01
RO Sudeste,262.0,265.0,2026-01-01
PA Paragominas,284.0,287.0,2026-01-01
MT Sudoeste,277.0,280.0,2026-01-01
PA Marabá,282.0,285.0,2026-01-01
Alagoas,287.0,290.0,2026-01-01
MA Oeste,270.0,273.0,2026-01-01
SC,305.0,308.0,2026-01-01
PR Noroeste,318.5,322.0,2026-01-01
MT Sudeste,289.0,292.0,2026-01-01
PA Redenção,282.0,285.0,2026-01-01
BA Sul,289.0,292.0,2026-01-02
RS Pelotas (kg),10.4,10.5,2026-01-02
MS Três Lagoas,297.0,300.0,2026-01-02
MS C. Grande,299.0,302.0,2026-01-02
MS Dourados,297.0,300.0,2026-01-02
GO Reg. Sul,298.0,301.0,2026-01-02
MG Norte,306.5,310.0,2026-01-02
MG Sul,297.0,300.0,2026-01-02
BA Oeste,302.0,305.0,2026-01-02
MG B.Horizonte,306.5,310.0,2026-01-02
MG Triângulo,302.0,305.0,2026-01-02
SP Araçatuba,308.5,312.0,2026-01-02
SP Barretos,308.5,312.0,2026-01-02
GO Goiânia,299.0,302.0,2026-01-02
MT Sudoeste,277.0,280.0,2026-01-02
RS Oeste (kg),10.2,10.3,2026-01-02
MT Norte,284.0,287.0,2026-01-02
MT Cuiabá*,288.0,291.0,2026-01-02
Roraima,271.0,274.0,2026-01-02
RJ,297.0,300.0,2026-01-02
ES,292.0,295.0,2026-01-02
Acre,250.5,253.0,2026-01-02
TO Sul,285.0,288.0,2026-01-02
RO Sudeste,262.0,265.0,2026-01-02
TO Norte,282.0,285.0,2026-01-02
PA Redenção,282.0,285.0,2026-01-02
PA Marabá,282.0,285.0,2026-01-02
Alagoas,287.0,290.0,2026-01-02
MA Oeste,270.0,273.0,2026-01-02
SC,305.0,308.0,2026-01-02
PR Noroeste,318.5,322.0,2026-01-02
MT Sudeste,289.0,292.0,2026-01-02
PA Paragominas,284.0,287.0,2026-01-02
MS C. Grande,299.0,302.0,2026-01-03
BA Oeste,302.0,305.0,2026-01-03
BA Sul,289.0,292.0,2026-01-03
RS Pelotas (kg),10.4,10.5,2026-01-03
RS Oeste (kg),10.2,10.3,2026-01-03
MS Três Lagoas,297.0,300.0,2026-01-03
MS Dourados,297.0,300.0,2026-01-03
MT Norte,284.0,287.0,2026-01-03
GO Goiânia,299.0,302.0,2026-01-03
MG Sul,297.0,300.0,2026-01-03
MG Norte,306.5,310.0,2026-01-03
MG B.Horizonte,306.5,310.0,2026-01-03
MG Triângulo,302.0,305.0,2026-01-03
SP Araçatuba,308.5,312.0,2026-01-03
GO Reg. Sul,298.0,301.0,2026-01-03
SP Barretos,308.5,312.0,2026-01-03
MT Sudoeste,277.0,280.0,2026-01-03
MT Sudeste,289.0,292.0,2026-01-03
Roraima,271.0,274.0,2026-01-03
RJ,297.0,300.0,2026-01-03
ES,292.0,295.0,2026-01-03
Acre,250.5,253.0,2026-01-03
TO Norte,282.0,285.0,2026-01-03
TO Sul,285.0,288.0,2026-01-03
RO Sudeste,262.0,265.0,2026-01-03
MT Cuiabá*,288.0,291.0,2026-01-03
PA Redenção,282.0,285.0,2026-01-03
PA Marabá,282.0,285.0,2026-01-03
Alagoas,287.0,290.0,2026-01-03
MA Oeste,272.0,275.0,2026-01-03
SC,305.0,308.0,2026-01-03
PR Noroeste,318.5,322.0,2026-01-03
PA Paragominas,284.0,287.0,2026-01-03
BA Oeste,302.0,305.0,2026-01-04
BA Sul,289.0,292.0,2026-01-04
RS Pelotas (kg),10.4,10.5,2026-01-04
RS Oeste (kg),10.2,10.3,2026-01-04
MS Três Lagoas,297.0,300.0,2026-01-04
MS C. Grande,299.0,302.0,2026-01-04
MS Dourados,297.0,300.0,2026-01-04
MG Sul,297.0,300.0,2026-01-04
GO Goiânia,299.0,302.0,2026-01-04
MG Norte,306.5,310.0,2026-01-04
MG B.Horizonte,306.5,310.0,2026-01-04
MG Triângulo,302.0,305.0,2026-01-04
SP Araçatuba,308.5,312.0,2026-01-04
MT Norte,284.0,287.0,2026-01-04
GO Reg. Sul,298.0,301.0,2026-01-04
SP Barretos,308.5,312.0,2026-01-04
MT Sudoeste,277.0,280.0,2026-01-04
MT Sudeste,289.0,292.0,2026-01-04
MT Cuiabá*,288.0,291.0,2026-01-04
Roraima,271.0,274.0,2026-01-04
RJ,297.0,300.0,2026-01-04
ES,292.0,295.0,2026-01-04
Acre,250.5,253.0,2026-01-04
TO Sul,285.0,288.0,2026-01-04
RO Sudeste,262.0,265.0,2026-01-04
TO Norte,282.0,285.0,2026-01-04
PA Redenção,282.0,285.0,2026-01-04
PA Marabá,282.0,285.0,2026-01-04
Alagoas,287.0,290.0,2026-01-04
MA Oeste,272.0,275.0,2026-01-04
SC,305.0,308.0,2026-01-04
PR Noroeste,318.5,322.0,2026-01-04
PA Paragominas,284.0,287.0,2026-01-04
MS Dourados,297.0,300.0,2026-01-05
RS Pelotas (kg),10.4,10.5,2026-01-05
RS Oeste (kg),10.2,10.3,2026-01-05
MS Três Lagoas,297.0,300.0,2026-01-05
MS C. Grande,299.0,302.0,2026-01-05
GO Reg. Sul,298.0,301.0,2026-01-05
BA Sul,289.0,292.0,2026-01-05
MG Sul,297.0,300.0,2026-01-05
MG Norte,306.5,310.0,2026-01-05
MG B.Horizonte,306.5,310.0,2026-01-05
MG Triângulo,302.0,305.0,2026-01-05
SP Araçatuba,308.5,312.0,2026-01-05
SP Barretos,308.5,312.0,2026-01-05
GO Goiânia,299.0,302.0,2026-01-05
BA Oeste,302.0,305.0,2026-01-05
MT Norte,284.0,287.0,2026-01-05
Roraima,271.0,274.0,2026-01-05
RJ,297.0,300.0,2026-01-05
ES,292.0,295.0,2026-01-05
Acre,250.5,253.0,2026-01-05
TO Norte,282.0,285.0,2026-01-05
TO Sul,285.0,288.0,2026-01-05
RO Sudeste,262.0,265.0,2026-01-05
PA Paragominas,284.0,287.0,2026-01-05
MT Sudoeste,277.0,280.0,2026-01-05
PA Marabá,282.0,285.0,2026-01-05
Alagoas,287.0,290.0,2026-01-05
MA Oeste,272.0,275.0,2026-01-05
SC,305.0,308.0,2026-01-05
PR Noroeste,318.5,322.0,2026-01-05
MT Sudeste,289.0,292.0,2026-01-05
MT Cuiabá*,288.0,291.0,2026-01-05
PA Redenção,282.0,285.0,2026-01-05
BA Sul,289.0,292.0,2026-01-06
RS Pelotas (kg),10.4,10.5,2026-01-06
RS Oeste (kg),10.2,10.3,2026-01-06
MS Três Lagoas,297.0,300.0,2026-01-06
MS C. Grande,299.0,302.0,2026-01-06
MS Dourados,297.0,300.0,2026-01-06
GO Reg. Sul,298.0,301.0,2026-01-06
MG B.Horizonte,306.5,310.0,2026-01-06
MG Sul,297.0,300.0,2026-01-06
MG Norte,306.5,310.0,2026-01-06
MG Triângulo,302.0,305.0,2026-01-06
SP Araçatuba,308.5,312.0,2026-01-06
SP Barretos,308.5,312.0,2026-01-06
BA Oeste,302.0,305.0,2026-01-06
GO Goiânia,299.0,302.0,2026-01-06
MT Norte,284.0,287.0,2026-01-06
MT Sudoeste,277.0,280.0,2026-01-06
MT Cuiabá*,287.0,290.0,2026-01-06
RJ,297.0,300.0,2026-01-06
ES,292.0,295.0,2026-01-06
Acre,250.5,253.0,2026-01-06
TO Norte,282.0,285.0,2026-01-06
TO Sul,285.0,288.0,2026-01-06
RO Sudeste,259.0,262.0,2026-01-06
PA Paragominas,284.0,287.0,2026-01-06
Roraima,275.0,278.0,2026-01-06
PA Marabá,282.0,285.0,2026-01-06
Alagoas,287.0,290.0,2026-01-06
MA Oeste,272.0,275.0,2026-01-06
SC,305.0,308.0,2026-01-06
PR Noroeste,318.5,322.0,2026-01-06
MT Sudeste,287.0,290.0,2026-01-06
PA Redenção,282.0,285.0,2026-01-06
BA Sul,289.0,292.0,2026-01-07
RS Pelotas (kg),10.4,10.5,2026-01-07
RS Oeste (kg),10.2,10.3,2026-01-07
MS Três Lagoas,297.0,300.0,2026-01-07
MS C. Grande,299.0,302.0,2026-01-07
MS Dourados,297.0,300.0,2026-01-07
GO Reg. Sul,298.0,301.0,2026-01-07
MG Norte,304.0,307.0,2026-01-07
MG Sul,297.0,300.0,2026-01-07
MG B.Horizonte,302.0,305.0,2026-01-07
MG Triângulo,302.0,305.0,2026-01-07
SP Araçatuba,308.5,312.0,2026-01-07
SP Barretos,308.5,312.0,2026-01-07
BA Oeste,302.0,305.0,2026-01-07
GO Goiânia,299.0,302.0,2026-01-07
MT Sudoeste,279.0,282.0,2026-01-07
Roraima,275.0,278.0,2026-01-07
MT Cuiabá*,287.0,290.0,2026-01-07
MT Norte,284.0,287.0,2026-01-07
RJ,296.0,299.0,2026-01-07
ES,292.0,295.0,2026-01-07
Acre,251.5,254.0,2026-01-07
TO Sul,285.0,288.0,2026-01-07
RO Sudeste,262.0,265.0,2026-01-07
PA Paragominas,286.0,289.0,2026-01-07
TO Norte,282.0,285.0,2026-01-07
PA Marabá,282.0,285.0,2026-01-07
Alagoas,287.0,290.0,2026-01-07
MA Oeste,272.0,275.0,2026-01-07
SC,305.0,308.0,2026-01-07
PR Noroeste,318.5,322.0,2026-01-07
MT Sudeste,287.0,290.0,2026-01-07
PA Redenção,282.0,285.0,2026-01-07
MS Dourados,296.5,300.0,2026-01-09
BA Sul,288.5,292.0,2026-01-09
RS Pelotas (kg),10.35,10.5,2026-01-09
RS Oeste (kg),10.25,10.4,2026-01-09
MS Três Lagoas,296.5,300.0,2026-01-09
MS C. Grande,298.5,302.0,2026-01-09
GO Reg. Sul,297.5,301.0,2026-01-09
BA Oeste,299.5,303.0,2026-01-09
MG Sul,294.5,298.0,2026-01-09
MG Norte,303.5,307.0,2026-01-09
MG B.Horizonte,301.5,305.0,2026-01-09
MG Triângulo,301.5,305.0,2026-01-09
SP Araçatuba,308.0,312.0,2026-01-09
SP Barretos,308.0,312.0,2026-01-09
GO Goiânia,298.5,302.0,2026-01-09
MT Norte,283.5,287.0,2026-01-09
Roraima,276.5,280.0,2026-01-09
MT Cuiabá*,286.5,290.0,2026-01-09
MT Sudoeste,286.5,290.0,2026-01-09
RJ,291.5,295.0,2026-01-09
ES,291.5,295.0,2026-01-09
Acre,251.0,254.0,2026-01-09
TO Norte,281.5,285.0,2026-01-09
RO Sudeste,263.0,266.0,2026-01-09
PA Paragominas,285.5,289.0,2026-01-09
TO Sul,284.5,288.0,2026-01-09
PA Marabá,281.5,285.0,2026-01-09
Alagoas,286.5,290.0,2026-01-09
MA Oeste,273.5,277.0,2026-01-09
SC,304.0,308.0,2026-01-09
PR Noroeste,316.0,320.0,2026-01-09
MT Sudeste,286.5,290.0,2026-01-09
PA Redenção,281.5,285.0,2026-01-09
MS C. Grande,298.5,302.0,2026-01-10
BA Sul,288.5,292.0,2026-01-10
RS Pelotas (kg),10.35,10.5,2026-01-10
RS Oeste (kg),10.35,10.5,2026-01-10
MS Três Lagoas,296.5,300.0,2026-01-10
MS Dourados,296.5,300.0,2026-01-10
SP Barretos,308.0,312.0,2026-01-10
GO Goiânia,298.5,302.0,2026-01-10
MG Sul,294.5,298.0,2026-01-10
BA Oeste,299.5,303.0,2026-01-10
MG B.Horizonte,301.5,305.0,2026-01-10
MG Triângulo,301.5,305.0,2026-01-10
SP Araçatuba,308.0,312.0,2026-01-10
GO Reg. Sul,297.5,301.0,2026-01-10
MT Norte,283.5,287.0,2026-01-10
MG Norte,303.5,307.0,2026-01-10
MT Cuiabá*,286.5,290.0,2026-01-10
MT Sudoeste,286.5,290.0,2026-01-10
Roraima,276.5,280.0,2026-01-10
RJ,291.5,295.0,2026-01-10
ES,291.5,295.0,2026-01-10
Acre,251.0,254.0,2026-01-10
TO Sul,284.5,288.0,2026-01-10
RO Sudeste,264.5,268.0,2026-01-10
TO Norte,281.5,285.0,2026-01-10
PA Redenção,281.5,285.0,2026-01-10
PA Marabá,281.5,285.0,2026-01-10
Alagoas,286.5,290.0,2026-01-10
MA Oeste,273.5,277.0,2026-01-10
SC,304.0,308.0,2026-01-10
PR Noroeste,316.0,320.0,2026-01-10
MT Sudeste,286.5,290.0,2026-01-10
PA Paragominas,285.5,289.0,2026-01-10
MS Dourados,296.5,300.0,2026-01-11
BA Sul,288.5,292.0,2026-01-11
RS Pelotas (kg),10.35,10.5,2026-01-11
RS Oeste (kg),10.35,10.5,2026-01-11
MS Três Lagoas,296.5,300.0,2026-01-11
MS C. Grande,298.5,302.0,2026-01-11
GO Reg. Sul,297.5,301.0,2026-01-11
BA Oeste,299.5,303.0,2026-01-11
MG Sul,294.5,298.0,2026-01-11
MG Norte,303.5,307.0,2026-01-11
MG B.Horizonte,301.5,305.0,2026-01-11
MG Triângulo,301.5,305.0,2026-01-11
SP Araçatuba,308.0,312.0,2026-01-11
SP Barretos,308.0,312.0,2026-01-11
GO Goiânia,298.5,302.0,2026-01-11
MT Norte,283.5,287.0,2026-01-11
Roraima,276.5,280.0,2026-01-11
MT Cuiabá*,286.5,290.0,2026-01-11
RJ,291.5,295.0,2026-01-11
ES,291.5,295.0,2026-01-11
Acre,251.0,254.0,2026-01-11
TO Norte,281.5,285.0,2026-01-11
TO Sul,284.5,288.0,2026-01-11
RO Sudeste,264.5,268.0,2026-01-11
PA Paragominas,285.5,289.0,2026-01-11
MT Sudoeste,286.5,290.0,2026-01-11
PA Marabá,281.5,285.0,2026-01-11
Alagoas,286.5,290.0,2026-01-11
MA Oeste,273.5,277.0,2026-01-11
SC,304.0,308.0,2026-01-11
PR Noroeste,316.0,320.0,2026-01-11
MT Sudeste,286.5,290.0,2026-01-11
PA Redenção,281.5,285.0,2026-01-11
RS Pelotas (kg),10.35,10.5,2026-01-12
RS Oeste (kg),10.35,10.5,2026-01-12
MS Três Lagoas,296.5,300.0,2026-01-12
MS C. Grande,298.5,302.0,2026-01-12
MS Dourados,296.5,300.0,2026-01-12
GO Reg. Sul,297.5,301.0,2026-01-12
MG B.Horizonte,301.5,305.0,2026-01-12
MG Sul,294.5,298.0,2026-01-12
MG Norte,303.5,307.0,2026-01-12
MG Triângulo,301.5,305.0,2026-01-12
SP Araçatuba,308.0,312.0,2026-01-12
SP Barretos,308.0,312.0,2026-01-12
BA Sul,288.5,292.0,2026-01-12
GO Goiânia,298.5,302.0,2026-01-12
BA Oeste,299.5,303.0,2026-01-12
MT Norte,283.5,287.0,2026-01-12
TO Sul,284.5,288.0,2026-01-12
MT Sudoeste,286.5,290.0,2026-01-12
RJ,291.5,295.0,2026-01-12
ES,291.5,295.0,2026-01-12
Acre,251.0,254.0,2026-01-12
TO Norte,281.5,285.0,2026-01-12
RO Sudeste,264.5,268.0,2026-01-12
PA Redenção,281.5,285.0,2026-01-12
PA Paragominas,285.5,289.0,2026-01-12
Alagoas,286.5,290.0,2026-01-12
MA Oeste,273.5,277.0,2026-01-12
SC,304.0,308.0,2026-01-12
PR Noroeste,316.0,320.0,2026-01-12
MT Sudeste,286.5,290.0,2026-01-12
MT Cuiabá*,286.5,290.0,2026-01-12
PA Marabá,281.5,285.0,2026-01-12
Roraima,276.5,280.0,2026-01-12
RS Oeste (kg),10.35,10.5,2026-01-13
MS Três Lagoas,294.5,298.0,2026-01-13
BA Oeste,301.5,305.0,2026-01-13
BA Sul,288.5,292.0,2026-01-13
MS C. Grande,296.5,300.0,2026-01-13
RS Pelotas (kg),10.35,10.5,2026-01-13
MS Dourados,296.5,300.0,2026-01-13
SP Barretos,308.0,312.0,2026-01-13
GO Goiânia,298.5,302.0,2026-01-13
MG Sul,294.5,298.0,2026-01-13
MG Norte,303.5,307.0,2026-01-13
MG B.Horizonte,301.5,305.0,2026-01-13
MG Triângulo,301.5,305.0,2026-01-13
SP Araçatuba,308.0,312.0,2026-01-13
GO Reg. Sul,297.5,301.0,2026-01-13
MT Norte,283.5,287.0,2026-01-13
SC,304.0,308.0,2026-01-13
MT Cuiabá*,286.5,290.0,2026-01-13
MT Sudoeste,286.5,290.0,2026-01-13
Roraima,276.5,280.0,2026-01-13
RJ,291.5,295.0,2026-01-13
ES,291.5,295.0,2026-01-13
Acre,252.0,255.0,2026-01-13
TO Sul,281.5,285.0,2026-01-13
RO Sudeste,264.5,268.0,2026-01-13
TO Norte,281.5,285.0,2026-01-13
PA Redenção,283.5,287.0,2026-01-13
PA Marabá,281.5,285.0,2026-01-13
Alagoas,286.5,290.0,2026-01-13
MA Oeste,273.5,277.0,2026-01-13
PR Noroeste,318.0,322.0,2026-01-13
MT Sudeste,286.5,290.0,2026-01-13
PA Paragominas,285.5,289.0,2026-01-13
MS C. Grande,296.5,300.0,2026-01-14
BA Sul,288.5,292.0,2026-01-14
RS Pelotas (kg),10.35,10.5,2026-01-14
RS Oeste (kg),10.45,10.6,2026-01-14
MS Três Lagoas,294.5,298.0,2026-01-14
MS Dourados,296.5,300.0,2026-01-14
SP Barretos,308.0,312.0,2026-01-14
GO Goiânia,298.5,302.0,2026-01-14
MG Sul,294.5,298.0,2026-01-14
MG Norte,303.5,307.0,2026-01-14
MG B.Horizonte,301.5,305.0,2026-01-14
MG Triângulo,301.5,305.0,2026-01-14
SP Araçatuba,308.0,312.0,2026-01-14
BA Oeste,301.5,305.0,2026-01-14
GO Reg. Sul,297.5,301.0,2026-01-14
MT Norte,283.5,287.0,2026-01-14
SC,306.0,310.0,2026-01-14
MT Cuiabá*,286.5,290.0,2026-01-14
Roraima,276.5,280.0,2026-01-14
RJ,291.5,295.0,2026-01-14
ES,291.5,295.0,2026-01-14
MT Sudoeste,284.5,288.0,2026-01-14
TO Norte,281.5,285.0,2026-01-14
TO Sul,281.5,285.0,2026-01-14
RO Sudeste,262.0,265.0,2026-01-14
Acre,252.0,255.0,2026-01-14
PA Redenção,281.5,285.0,2026-01-14
PA Marabá,281.5,285.0,2026-01-14
Alagoas,286.5,290.0,2026-01-14
MA Oeste,273.5,277.0,2026-01-14
PR Noroeste,318.0,322.0,2026-01-14
MT Sudeste,286.5,290.0,2026-01-14
PA Paragominas,286.5,290.0,2026-01-14
MS Dourados,291.5,295.0,2026-01-15
BA Sul,288.5,292.0,2026-01-15
RS Pelotas (kg),10.35,10.5,2026-01-15
RS Oeste (kg),10.45,10.6,2026-01-15
MS Três Lagoas,291.5,295.0,2026-01-15
MS C. Grande,293.5,297.0,2026-01-15
GO Reg. Sul,297.5,301.0,2026-01-15
BA Oeste,296.5,300.0,2026-01-15
MG Sul,294.5,298.0,2026-01-15
MG Norte,303.5,307.0,2026-01-15
MG B.Horizonte,301.5,305.0,2026-01-15
MG Triângulo,296.5,300.0,2026-01-15
SP Araçatuba,308.0,312.0,2026-01-15
SP Barretos,308.0,312.0,2026-01-15
GO Goiânia,298.5,302.0,2026-01-15
MT Norte,283.5,287.0,2026-01-15
MT Sudoeste,284.5,288.0,2026-01-15
MT Cuiabá*,284.5,288.0,2026-01-15
RJ,291.5,295.0,2026-01-15
ES,291.5,295.0,2026-01-15
Acre,252.0,255.0,2026-01-15
TO Norte,281.5,285.0,2026-01-15
TO Sul,281.5,285.0,2026-01-15
RO Sudeste,262.0,265.0,2026-01-15
PA Paragominas,286.5,290.0,2026-01-15
Roraima,274.5,278.0,2026-01-15
PA Marabá,281.5,285.0,2026-01-15
Alagoas,286.5,290.0,2026-01-15
MA Oeste,273.5,277.0,2026-01-15
SC,306.0,310.0,2026-01-15
PR Noroeste,318.0,322.0,2026-01-15
MT Sudeste,286.5,290.0,2026-01-15
PA Redenção,276.5,280.0,2026-01-15
MT Cuiabá*,284.5,288.0,2026-01-16
MT Sudeste,286.5,290.0,2026-01-16
PR Noroeste,318.0,322.0,2026-01-16
SC,306.0,310.0,2026-01-16
MA Oeste,273.5,277.0,2026-01-16
Alagoas,286.5,290.0,2026-01-16
RO Sudeste,262.0,265.0,2026-01-16
PA Redenção,276.5,280.0,2026-01-16
PA Paragominas,286.5,290.0,2026-01-16
TO Sul,281.5,285.0,2026-01-16
TO Norte,281.5,285.0,2026-01-16
Acre,247.0,250.0,2026-01-16
MT Sudoeste,284.5,288.0,2026-01-16
PA Marabá,276.5,280.0,2026-01-16
MT Norte,283.5,287.0,2026-01-16
GO Reg. Sul,297.5,301.0,2026-01-16
BA Sul,283.5,287.0,2026-01-16
RS Pelotas (kg),10.35,10.5,2026-01-16
RS Oeste (kg),10.45,10.6,2026-01-16
MS Três Lagoas,289.5,293.0,2026-01-16
MS C. Grande,291.5,295.0,2026-01-16
MS Dourados,291.5,295.0,2026-01-16
ES,291.5,295.0,2026-01-16
GO Goiânia,298.5,302.0,2026-01-16
MG Sul,294.5,298.0,2026-01-16
MG Norte,303.5,307.0,2026-01-16
MG B.Horizonte,301.5,305.0,2026-01-16
MG Triângulo,296.5,300.0,2026-01-16
SP Araçatuba,308.0,312.0,2026-01-16
SP Barretos,308.0,312.0,2026-01-16
BA Oeste,291.5,295.0,2026-01-16
RJ,291.5,295.0,2026-01-16
Roraima,274.5,278.0,2026-01-16
SP Barretos,308.0,312.0,2026-01-16
Roraima,274.5,278.0,2026-01-16
RJ,291.5,295.0,2026-01-16
ES,291.5,295.0,2026-01-16
Acre,252.0,255.0,2026-01-16
TO Norte,281.5,285.0,2026-01-16
TO Sul,281.5,285.0,2026-01-16
RO Sudeste,262.0,265.0,2026-01-16
PA Paragominas,286.5,290.0,2026-01-16
PA Marabá,281.5,285.0,2026-01-16
Alagoas,286.5,290.0,2026-01-16
MA Oeste,273.5,277.0,2026-01-16
SC,306.0,310.0,2026-01-16
PR Noroeste,318.0,322.0,2026-01-16
MT Sudeste,286.5,290.0,2026-01-16
MT Cuiabá*,284.5,288.0,2026-01-16
PA Redenção,276.5,280.0,2026-01-16
MT Norte,283.5,287.0,2026-01-16
MT Sudoeste,284.5,288.0,2026-01-16
MG Triângulo,296.5,300.0,2026-01-16
MG B.Horizonte,301.5,305.0,2026-01-16
MG Norte,303.5,307.0,2026-01-16
MG Sul,294.5,298.0,2026-01-16
GO Goiânia,298.5,302.0,2026-01-16
GO Reg. Sul,297.5,301.0,2026-01-16
SP Araçatuba,308.0,312.0,2026-01-16
MS C. Grande,293.5,297.0,2026-01-16
MS Três Lagoas,291.5,295.0,2026-01-16
RS Oeste (kg),10.45,10.6,2026-01-16
RS Pelotas (kg),10.35,10.5,2026-01-16
BA Sul,288.5,292.0,2026-01-16
BA Oeste,296.5,300.0,2026-01-16
MS Dourados,291.5,295.0,2026-01-16
BA Oeste,291.5,295.0,2026-01-17
BA Sul,283.5,287.0,2026-01-17
RS Pelotas (kg),10.35,10.5,2026-01-17
RS Oeste (kg),10.45,10.6,2026-01-17
MS Três Lagoas,289.5,293.0,2026-01-17
MS C. Grande,291.5,295.0,2026-01-17
MS Dourados,291.5,295.0,2026-01-17
MG Norte,303.5,307.0,2026-01-17
GO Goiânia,296.5,300.0,2026-01-17
MG Sul,294.5,298.0,2026-01-17
MG B.Horizonte,301.5,305.0,2026-01-17
MG Triângulo,296.5,300.0,2026-01-17
SP Araçatuba,308.0,312.0,2026-01-17
SP Barretos,308.0,312.0,2026-01-17
GO Reg. Sul,297.5,301.0,2026-01-17
MT Norte,281.5,285.0,2026-01-17
Roraima,274.5,278.0,2026-01-17
MT Cuiabá*,284.5,288.0,2026-01-17
RJ,291.5,295.0,2026-01-17
ES,291.5,295.0,2026-01-17
Acre,247.0,250.0,2026-01-17
TO Norte,281.5,285.0,2026-01-17
TO Sul,281.5,285.0,2026-01-17
RO Sudeste,262.0,265.0,2026-01-17
PA Paragominas,286.5,290.0,2026-01-17
MT Sudoeste,284.5,288.0,2026-01-17
